"row_key","gid","probe_uid","cdt_historical_id","gpl_orf","gpl_feature_name","gpl_gene_symbol","current_sgd_id","current_systematic_id","current_standard_name","current_feature_type","current_qualifier","mapping_status","mean_p","mean_non_p","p_effect","p_consistency_count","median_p","median_non_p","background_mad","p_specificity_score","p_specificity_rank","fixed_threshold_member","top_133_score_member"
"A_06_P1916","GENE3866X","A_06_P1916","YDL182W","YDL182W","YDL182W","LYS20","S000002341","YDL182W","LYS20","ORF","Verified","current",0.605,-0.619,1.224,6,0.625,-0.515,0.859908,1.18761381299041,880,FALSE,FALSE
"A_06_P6710","GENE5487X","A_06_P6710","YOR346W","YOR346W","YOR346W","REV1","S000005873","YOR346W","REV1","ORF","Verified","current",0.115,-0.194333333333333,0.309333333333333,6,0.125,-0.205,0.177912,1.18742623564294,881,FALSE,FALSE
"A_06_P5853","GENE3290X","A_06_P5853","YNL082W","YNL082W","YNL082W","PMS1","S000005026","YNL082W","PMS1","ORF","Verified","current",0.473333333333333,-0.0646666666666667,0.538,6,0.505,-0.08,0.392889,1.18687980458075,882,FALSE,FALSE
"A_06_P4001","GENE4299X","A_06_P4001","YIR024C","YIR024C","YIR024C","GIF1","S000001463","YIR024C","INA22","ORF","Verified","current",0.168333333333333,-0.312,0.480333333333333,6,0.085,-0.28,0.207564,1.18674487261188,883,FALSE,FALSE
"A_06_P5385","GENE4703X","A_06_P5385","YML095C","YML095C","YML095C","RAD10","S000004560","YML095C","RAD10","ORF","Verified","current",0.495,0.210714285714286,0.284285714285714,4,0.555,0.19,0.207564,1.18674487261188,884,FALSE,FALSE
"A_06_P5402","GENE240X","A_06_P5402","YML109W","YML109W","YML109W","ZDS2","S000004577","YML109W","ZDS2","ORF","Verified","current",0.233333333333333,-0.0846666666666667,0.318,5,0.21,-0.155,0.207564,1.18674487261188,885,FALSE,FALSE
"A_06_P6827","GENE1081X","A_06_P6827","YPL068C","YPL068C","YPL068C","ORF:YPL068C","S000005989","YPL068C","","ORF","Verified","current",0.243333333333333,-0.0582758620689655,0.301609195402299,5,0.225,-0.14,0.207564,1.18674487261188,886,FALSE,FALSE
"A_06_P2284","GENE1949X","A_06_P2284","YDR295C","YDR295C","YDR295C","PLO2","S000002703","YDR295C","HDA2","ORF","Verified","current",0.226666666666667,-0.0646666666666667,0.291333333333333,6,0.265,-0.1,0.207564,1.18674487261188,887,FALSE,FALSE
"A_06_P7244","GENE5459X","A_06_P7244","YPR196W","YPR196W","YPR196W","ORF:YPR196W","S000006400","YPR196W","","ORF","Verified","current",0.271666666666667,-0.0520689655172414,0.323735632183908,6,0.32,-0.08,0.237216,1.18618333649649,888,FALSE,FALSE
"A_06_P5561","GENE450X","A_06_P5561","YMR130W","YMR130W","YMR130W","ORF:YMR130W","S000004737","YMR130W","DPI35","ORF","Verified","current",0.485,0.0976666666666667,0.387333333333333,6,0.49,0.055,0.266868,1.18571257236935,889,FALSE,FALSE
"A_06_P5540","GENE1700X","A_06_P5540","YMR111C","YMR111C","YMR111C","ORF:YMR111C","S000004717","YMR111C","EUC1","ORF","Verified","current",0.31,-0.038,0.348,5,0.365,-0.105,0.29652,1.18531221628165,890,FALSE,FALSE
"A_06_P7027","GENE2453X","A_06_P7027","YPL266W","YPL266W","YPL266W","DIM1","S000006187","YPL266W","DIM1","ORF","Verified","current",0.331666666666667,-0.311,0.642666666666667,6,0.33,-0.245,0.385476,1.18440458436668,891,FALSE,FALSE
"A_06_P5651","GENE915X","A_06_P5651","YMR212C","YMR212C","YMR212C","EFR3","S000004825","YMR212C","EFR3","ORF","Verified","current",-0.01,-0.615333333333333,0.605333333333333,6,0.035,-0.485,0.340998,1.1791436695858,892,FALSE,FALSE
"A_06_P5245","GENE3372X","A_06_P5245","YLR427W","YLR427W","YLR427W","ORF:YLR427W","S000004419","YLR427W","MAG2","ORF","Verified","current",0.375,0.0513333333333333,0.323666666666667,6,0.37,0.06,0.163086,1.17832191754787,893,FALSE,FALSE
"A_06_P3315","GENE4346X","A_06_P3315","YGR095C","YGR095C","YGR095C","RRP46","S000003327","YGR095C","RRP46","ORF","Verified","current",0.07,-0.185333333333333,0.255333333333333,6,0.065,-0.21,0.133434,1.17806317845729,894,FALSE,FALSE
"A_06_P2481","GENE1033X","A_06_P2481","YDR488C","YDR488C","YDR488C","PAC11","S000002896","YDR488C","PAC11","ORF","Verified","current",0.67,0.318666666666667,0.351333333333333,5,0.665,0.295,0.214977,1.17468894554206,895,FALSE,FALSE
"A_06_P3442","GENE2850X","A_06_P3442","YGR221C","YGR221C","YGR221C","TOS2","S000003453","YGR221C","TOS2","ORF","Verified","current",0.425,-0.301428571428571,0.726428571428571,6,0.34,-0.23,0.385476,1.17410541406784,896,FALSE,FALSE
"A_06_P6635","GENE2401X","A_06_P6635","YOR274W","YOR274W","YOR274W","MOD5","S000005800","YOR274W","MOD5","ORF","Verified","current",0.796666666666667,0.29,0.506666666666667,6,0.78,0.28,0.326172,1.1732352195827,897,FALSE,FALSE
"A_06_P4556","GENE4454X","A_06_P4556","YKL144C","YKL144C","YKL144C","RPC25","S000001627","YKL144C","RPC25","ORF","Verified","current",0.681666666666667,0.227,0.454666666666667,6,0.645,0.215,0.266868,1.17208369222718,898,FALSE,FALSE
"A_06_P4795","GENE4809X","A_06_P4795","YLL050C","YLL050C","YLL050C","COF1","S000003973","YLL050C","COF1","ORF","Verified","current",0.37,-0.287,0.657,6,0.46,-0.1,0.378063,1.17139372844165,899,FALSE,FALSE
"A_06_P1782","GENE3045X","A_06_P1782","YDL053C","YDL053C","YDL053C","ORF:YDL053C","S000002211","YDL053C","PBP4","ORF","Verified","current",0.215,-0.072,0.287,6,0.305,-0.09,0.237216,1.17135604479028,900,FALSE,FALSE
"A_06_P4673","GENE5373X","A_06_P4673","YKR035W-A","YKR035W-A","YKR035W-A","DID2","S000006435","YKR035W-A","DID2","ORF","Verified","current",0.133333333333333,-0.163666666666667,0.297,5,0.13,-0.195,0.177912,1.16943492904229,901,FALSE,FALSE
"A_06_P6604","GENE2841X","A_06_P6604","YOR243C","YOR243C","YOR243C","ORF:YOR243C","S000005769","YOR243C","PUS7","ORF","Verified","current",0.153333333333333,-0.556,0.709333333333333,6,0.185,-0.46,0.452193,1.16806985963241,902,FALSE,FALSE
"A_06_P1814","GENE1690X","A_06_P1814","YDL085C-A","YDL085C-A","YDL085C-A","ORF:YDL085C-A","S000007588","YDL085C-A","","ORF","Verified","current",0.895,0.163333333333333,0.731666666666667,6,0.85,0.205,0.452193,1.16806985963241,903,FALSE,FALSE
"A_06_P5548","GENE2052X","A_06_P5548","YMR119W","YMR119W","YMR119W","ASI1","S000004725","YMR119W","ASI1","ORF","Verified","current",0.143333333333333,-0.154,0.297333333333333,6,0.105,-0.15,0.118608,1.16647149235161,904,FALSE,FALSE
"A_06_P1842","GENE374X","A_06_P1842","YDL112W","YDL112W","YDL112W","TRM3","S000002270","YDL112W","TRM3","ORF","Verified","current",0.316666666666667,-0.0826666666666667,0.399333333333333,6,0.265,-0.085,0.200151,1.16607973986427,905,FALSE,FALSE
"A_06_P6598","GENE1846X","A_06_P6598","YOR236W","YOR236W","YOR236W","DFR1","S000005762","YOR236W","DFR1","ORF","Verified","current",0.02,-0.439666666666667,0.459666666666667,6,0.035,-0.41,0.281694,1.1658553710564,906,FALSE,FALSE
"A_06_P2274","GENE5402X","A_06_P2274","YDR285W","YDR285W","YDR285W","ZIP1","S000002693","YDR285W","ZIP1","ORF","Verified","current",0.51,0.027,0.483,5,0.48,-0.215,0.496671,1.16479600986138,907,FALSE,FALSE
"A_06_P4987","GENE3426X","A_06_P4987","YLR173W","YLR173W","YLR173W","ORF:YLR173W","S000004163","YLR173W","TAG1","ORF","Verified","current",0.408333333333333,0.133666666666667,0.274666666666667,6,0.45,0.04,0.252042,1.16463376528937,908,FALSE,FALSE
"A_06_P5123","GENE3368X","A_06_P5123","YLR307W","YLR307W","YLR307W","CDA1","S000004298","YLR307W","CDA1","ORF","Verified","current",2.52,1.22266666666667,1.29733333333333,6,2.48,1.415,0.81543,1.16338769758474,909,FALSE,FALSE
"A_06_P5340","GENE553X","A_06_P5340","YML053C","YML053C","YML053C","ORF:YML053C","S000004517","YML053C","","ORF","Verified","current",0.195,-0.089,0.284,5,0.23,-0.11,0.192738,1.16144812084526,910,FALSE,FALSE
"A_06_P3815","GENE1663X","A_06_P3815","YIL015W","YIL015W","YIL015W","BAR1","S000001277","YIL015W","BAR1","ORF","Verified","current",1.43333333333333,0.258333333333333,1.175,6,1.305,0.51,0.585627,1.15952259756398,911,TRUE,FALSE
"A_06_P1131","GENE894X","A_06_P1131","YBL002W","YBL002W","YBL002W","HTB2","S000000098","YBL002W","HTB2","ORF","Verified","current",0.431666666666667,-0.369333333333333,0.801,6,0.555,-0.24,0.585627,1.15952259756398,912,FALSE,FALSE
"A_06_P6283","GENE4064X","A_06_P6283","YOL090W","YOL090W","YOL090W","MSH2","S000005450","YOL090W","MSH2","ORF","Verified","current",0.463333333333333,0.0903333333333333,0.373,6,0.515,0.09,0.266868,1.158454812085,913,FALSE,FALSE
"A_06_P4660","GENE5364X","A_06_P4660","YKR023W","YKR023W","YKR023W","ORF:YKR023W","S000001731","YKR023W","RQT4","ORF","Verified","current",0.101666666666667,-0.118,0.219666666666667,5,0.095,-0.235,0.185325,1.15657583457461,914,FALSE,FALSE
"A_06_P4297","GENE3924X","A_06_P4297","YJR054W","YJR054W","YJR054W","ORF:YJR054W","S000003815","YJR054W","KCH1","ORF","Verified","current",0.37,-0.262666666666667,0.632666666666667,6,0.395,-0.115,0.340998,1.15646782978608,915,FALSE,FALSE
"A_06_P5361","GENE1446X","A_06_P5361","YML072C","YML072C","YML072C","ORF:YML072C","S000004537","YML072C","TCB3","ORF","Verified","current",0.23,-0.271,0.501,6,0.32,-0.215,0.363237,1.15491638189523,916,FALSE,FALSE
"A_06_P4799","GENE3451X","A_06_P4799","YLL054C","YLL054C","YLL054C","ORF:YLL054C","S000003977","YLL054C","","ORF","Verified","current",0.00166666666666667,-0.324,0.325666666666667,6,0.015,-0.34,0.207564,1.15423131445813,917,FALSE,FALSE
"A_06_P1881","GENE2215X","A_06_P1881","YDL148C","YDL148C","YDL148C","NOP14","S000002307","YDL148C","NOP14","ORF","Verified","current",0.2,-0.563333333333333,0.763333333333333,6,0.24,-0.5,0.541149,1.15417789000685,918,FALSE,FALSE
"A_06_P5762","GENE5353X","A_06_P5762","YMR317W","YMR317W","YMR317W","ORF:YMR317W","S000004936","YMR317W","","ORF","Verified","current",0.623333333333333,-0.0817241379310345,0.705057471264368,3,0.34,-0.1,0.281694,1.1527558725052,919,FALSE,FALSE
"A_06_P5059","GENE5334X","A_06_P5059","YLR245C","YLR245C","YLR245C","CDD1","S000004235","YLR245C","CDD1","ORF","Verified","current",0.516666666666667,-0.0213333333333333,0.538,6,0.545,0.105,0.281694,1.1527558725052,920,FALSE,FALSE
"A_06_P2909","GENE1568X","A_06_P2909","YFR014C","YFR014C","YFR014C","CMK1","S000001910","YFR014C","CMK1","ORF","Verified","current",0.16,-0.126,0.286,6,0.195,-0.15,0.200151,1.14942145786621,921,FALSE,FALSE
"A_06_P4251","GENE1398X","A_06_P4251","YJR005W","YJR005W","YJR005W","APL1","S000003765","YJR005W","APL1","ORF","Verified","current",0.236666666666667,-0.032,0.268666666666667,6,0.255,-0.09,0.200151,1.14942145786621,922,FALSE,FALSE
"A_06_P4786","GENE468X","A_06_P4786","YLL041C","YLL041C","YLL041C","SDH2","S000003964","YLL041C","SDH2","ORF","Verified","current",-0.63,-0.757666666666667,0.127666666666667,4,-0.385,-1.045,0.474432,1.14896106066514,923,FALSE,FALSE
"A_06_P1497","GENE1904X","A_06_P1497","YBR243C","YBR243C","YBR243C","ALG7","S000000447","YBR243C","ALG7","ORF","Verified","current",-0.035,-0.626333333333333,0.591333333333333,6,0.02,-0.52,0.37065,1.14734941038989,924,FALSE,FALSE
"A_06_P4285","GENE1054X","A_06_P4285","YJR042W","YJR042W","YJR042W","NUP85","S000003803","YJR042W","NUP85","ORF","Verified","current",0.28,0.0256666666666667,0.254333333333333,6,0.245,0.02,0.096369,1.14580203596291,925,FALSE,FALSE
"A_06_P1617","GENE3652X","A_06_P1617","YCL067C","YCL067C","YCL067C","HMLALPHA2","S000000572","YCL067C","HMLALPHA2","ORF","Verified","current",0.845,0.312,0.533,6,0.97,0.295,0.489258,1.14550841906262,926,FALSE,FALSE
"A_06_P4857","GENE453X","A_06_P4857","YLR045C","YLR045C","YLR045C","STU2","S000004035","YLR045C","STU2","ORF","Verified","current",0.24,-0.0253333333333333,0.265333333333333,5,0.255,-0.08,0.192738,1.14436800142107,927,FALSE,FALSE
"A_06_P3925","GENE1323X","A_06_P3925","YIL126W","YIL126W","YIL126W","STH1","S000001388","YIL126W","STH1","ORF","Verified","current",0.113333333333333,-0.081,0.194333333333333,4,0.175,-0.16,0.192738,1.14436800142107,928,FALSE,FALSE
"A_06_P6476","GENE5030X","A_06_P6476","YOR114W","YOR114W","YOR114W","ORF:YOR114W","S000005640","YOR114W","CIM1","ORF","Verified","current",0.636666666666667,0.216666666666667,0.42,6,0.635,0.19,0.289107,1.14364429321498,929,FALSE,FALSE
"A_06_P2347","GENE5053X","A_06_P2347","YDR356W","YDR356W","YDR356W","SPC110","S000002764","YDR356W","SPC110","ORF","Verified","current",0.371666666666667,0.0616666666666666,0.31,5,0.45,-0.045,0.333585,1.14164466021657,930,FALSE,FALSE
"A_06_P4362","GENE1359X","A_06_P4362","YJR119C","YJR119C","YJR119C","ORF:YJR119C","S000003880","YJR119C","JHD2","ORF","Verified","current",0.603333333333333,0.201333333333333,0.402,5,0.585,0.26,0.185325,1.13905195829317,931,FALSE,FALSE
"A_06_P4712","GENE4599X","A_06_P4712","YKR074W","YKR074W","YKR074W","ORF:YKR074W","S000001782","YKR074W","AIM29","ORF","Verified","current",0.366666666666667,-0.182,0.548666666666667,6,0.42,-0.04,0.303933,1.13880272223364,932,FALSE,FALSE
"A_06_P5136","GENE5188X","A_06_P5136","YLR319C","YLR319C","YLR319C","BUD6","S000004311","YLR319C","BUD6","ORF","Verified","current",0.203333333333333,-0.0993333333333333,0.302666666666667,6,0.215,-0.135,0.207564,1.13797453538125,933,FALSE,FALSE
"A_06_P3273","GENE1364X","A_06_P3273","YGR053C","YGR053C","YGR053C","ORF:YGR053C","S000003285","YGR053C","MCO32","ORF","Verified","current",0.558333333333333,0.153,0.405333333333333,6,0.745,0.075,0.489258,1.13702317151401,934,FALSE,FALSE
"A_06_P1887","GENE547X","A_06_P1887","YDL154W","YDL154W","YDL154W","MSH5","S000002313","YDL154W","MSH5","ORF","Verified","current",0.36,0.0443333333333333,0.315666666666667,6,0.355,-0.07,0.274281,1.13551048543741,935,FALSE,FALSE
"A_06_P4753","GENE2513X","A_06_P4753","YLL009C","YLL009C","YLL009C","COX17","S000003932","YLL009C","COX17","ORF","Verified","current",-0.623333333333333,-0.964,0.340666666666667,5,-0.63,-1.08,0.29652,1.13487339856754,936,FALSE,FALSE
"A_06_P6119","GENE93X","A_06_P6119","YNR008W","YNR008W","YNR008W","LRO1","S000005291","YNR008W","LRO1","ORF","Verified","current",0.143333333333333,-0.282,0.425333333333333,6,0.15,-0.3,0.29652,1.13487339856754,937,FALSE,FALSE
"A_06_P2747","GENE4996X","A_06_P2747","YER115C","YER115C","YER115C","SPR6","S000000917","YER115C","SPR6","ORF","Verified","current",0.193333333333333,-0.152333333333333,0.345666666666667,6,0.125,-0.165,0.155673,1.1342613416356,938,FALSE,FALSE
"A_06_P2654","GENE1536X","A_06_P2654","YER030W","YER030W","YER030W","ORF:YER030W","S000000832","YER030W","CHZ1","ORF","Verified","current",0.53,0.138,0.392,6,0.48,-0.02,0.340998,1.13379198998635,939,FALSE,FALSE
"A_06_P3296","GENE1220X","A_06_P3296","YGR076C","YGR076C","YGR076C","MRPL25","S000003308","YGR076C","MRPL25","ORF","Verified","current",-0.526666666666667,-1.185,0.658333333333333,6,-0.56,-1.085,0.363237,1.13332915980373,940,FALSE,FALSE
"A_06_P4120","GENE2860X","A_06_P4120","YJL098W","YJL098W","YJL098W","SAP185","S000003634","YJL098W","SAP185","ORF","Verified","current",0.288333333333333,0.059,0.229333333333333,6,0.275,-0.065,0.200151,1.13276317586815,941,FALSE,FALSE
"A_06_P4863","GENE4907X","A_06_P4863","YLR051C","YLR051C","YLR051C","ORF:YLR051C","S000004041","YLR051C","FCF2","ORF","Verified","current",0.501666666666667,0.064,0.437666666666667,6,0.51,0.07,0.289107,1.13079435733616,942,FALSE,FALSE
"A_06_P6551","GENE419X","A_06_P6551","YOR189W","YOR189W","YOR189W","IES4","S000005715","YOR189W","IES4","ORF","Verified","current",0.625,0.224,0.401,6,0.61,0.17,0.289107,1.13079435733616,943,FALSE,FALSE
"A_06_P1684","GENE2752X","A_06_P1684","YCR061W","YCR061W","YCR061W","ORF:YCR061W","S000000657","YCR061W","TVS1","ORF","Verified","current",0.356666666666667,-0.221,0.577666666666667,6,0.365,-0.2,0.400302,1.12931789199324,944,FALSE,FALSE
"A_06_P1792","GENE2266X","A_06_P1792","YDL063C","YDL063C","YDL063C","ORF:YDL063C","S000002221","YDL063C","SYO1","ORF","Verified","current",0.248333333333333,-0.565,0.813333333333333,6,0.26,-0.355,0.44478,1.1288960681376,945,FALSE,FALSE
"A_06_P5773","GENE4004X","A_06_P5773","YNL002C","YNL002C","YNL002C","RLP7","S000004947","YNL002C","RLP7","ORF","Verified","current",0.305,0.0156666666666667,0.289333333333333,6,0.365,-0.015,0.237216,1.12687416967166,946,FALSE,FALSE
"A_06_P6647","GENE3943X","A_06_P6647","YOR286W","YOR286W","YOR286W","ORF:YOR286W","S000005812","YOR286W","RDL2","ORF","Verified","current",-0.461666666666667,-0.820333333333333,0.358666666666667,6,-0.42,-0.825,0.259455,1.12670570725126,947,FALSE,FALSE
"A_06_P6568","GENE4099X","A_06_P6568","YOR206W","YOR206W","YOR206W","NOC2","S000005732","YOR206W","NOC2","ORF","Verified","current",0.0733333333333333,-0.485666666666667,0.559,6,0.105,-0.325,0.281694,1.12655687540281,948,FALSE,FALSE
"A_06_P6769","GENE1260X","A_06_P6769","YPL010W","YPL010W","YPL010W","RET3","S000005931","YPL010W","RET3","ORF","Verified","current",0.401666666666667,-0.0783333333333333,0.48,6,0.435,-0.01,0.29652,1.12226369413901,949,FALSE,FALSE
"A_06_P7189","GENE1079X","A_06_P7189","YPR141C","YPR141C","YPR141C","KAR3","S000006345","YPR141C","KAR3","ORF","Verified","current",0.356666666666667,0.0453333333333333,0.311333333333333,6,0.335,-0.06,0.252042,1.12202521290073,950,FALSE,FALSE
"A_06_P6272","GENE1683X","A_06_P6272","YOL080C","YOL080C","YOL080C","REX4","S000005440","YOL080C","REX4","ORF","Verified","current",0.285,-0.656333333333334,0.941333333333334,6,0.295,-0.44,0.555975,1.1204695300888,951,FALSE,FALSE
"A_06_P5606","GENE4638X","A_06_P5606","YMR171C","YMR171C","YMR171C","ORF:YMR171C","S000004781","YMR171C","EAR1","ORF","Verified","current",0.303333333333333,-0.169666666666667,0.473,6,0.335,-0.175,0.355824,1.11885289058935,952,FALSE,FALSE
"A_06_P5448","GENE1342X","A_06_P5448","YMR020W","YMR020W","YMR020W","FMS1","S000004622","YMR020W","FMS1","ORF","Verified","current",0.781666666666667,0.458666666666667,0.323,5,0.865,0.38,0.333585,1.11858113172734,953,FALSE,FALSE
"A_06_P1288","GENE244X","A_06_P1288","YBR041W","YBR041W","YBR041W","FAT1","S000000245","YBR041W","FAT1","ORF","Verified","current",0.255,-0.127666666666667,0.382666666666667,6,0.21,-0.15,0.22239,1.1166599460281,954,FALSE,FALSE
"A_06_P5978","GENE3835X","A_06_P5978","YNL206C","YNL206C","YNL206C","RTT106","S000005150","YNL206C","RTT106","ORF","Verified","current",0.336666666666667,0.0786666666666667,0.258,6,0.35,0.04,0.177912,1.11546100924034,955,FALSE,FALSE
"A_06_P1915","GENE4549X","A_06_P1915","YDL181W","YDL181W","YDL181W","INH1","S000002340","YDL181W","INH1","ORF","Verified","current",0.388333333333333,-0.179666666666667,0.568,6,0.615,-0.215,0.644931,1.11419715383035,956,FALSE,FALSE
"A_06_P5081","GENE1240X","A_06_P5081","YLR266C","YLR266C","YLR266C","PDR8","S000004256","YLR266C","PDR8","ORF","Verified","current",0.338333333333333,5.14634631206453e-18,0.338333333333333,6,0.33,0.07,0.133434,1.11380518690508,957,FALSE,FALSE
"A_06_P3034","GENE2737X","A_06_P3034","YGL079W","YGL079W","YGL079W","ORF:YGL079W","S000003047","YGL079W","KXD1","ORF","Verified","current",0.381666666666667,-0.0193333333333333,0.401,6,0.39,-0.035,0.281694,1.11345737685161,958,FALSE,FALSE
"A_06_P6810","GENE197X","A_06_P6810","YPL051W","YPL051W","YPL051W","ARL3","S000005972","YPL051W","ARL3","ORF","Verified","current",0.828333333333333,0.288,0.540333333333334,6,0.825,0.31,0.363237,1.11174193771223,959,FALSE,FALSE
"A_06_P1136","GENE765X","A_06_P1136","YBL007C","YBL007C","YBL007C","SLA1","S000000103","YBL007C","SLA1","ORF","Verified","current",0.0733333333333333,-0.150333333333333,0.223666666666667,5,0.06,-0.29,0.214977,1.11119224578303,960,FALSE,FALSE
"A_06_P5535","GENE5495X","A_06_P5535","YMR106C","YMR106C","YMR106C","YKU80","S000004712","YMR106C","YKU80","ORF","Verified","current",0.156666666666667,-0.0562068965517241,0.212873563218391,5,0.235,-0.09,0.192738,1.11020776257268,961,FALSE,FALSE
"A_06_P4624","GENE642X","A_06_P4624","YKL212W","YKL212W","YKL212W","SAC1","S000001695","YKL212W","SAC1","ORF","Verified","current",0.155,-0.382,0.537,6,0.17,-0.285,0.311346,1.10612477087415,962,FALSE,FALSE
"A_06_P1506","GENE2807X","A_06_P1506","YBR252W","YBR252W","YBR252W","DUT1","S000000456","YBR252W","DUT1","ORF","Verified","current",0.423333333333333,-0.453333333333333,0.876666666666667,6,0.38,-0.255,0.474432,1.10543980836722,963,FALSE,FALSE
"A_06_P6533","GENE584X","A_06_P6533","YOR171C","YOR171C","YOR171C","LCB4","S000005697","YOR171C","LCB4","ORF","Verified","current",0.693333333333333,0.173,0.520333333333333,6,0.615,0.185,0.289107,1.10509448557852,964,FALSE,FALSE
"A_06_P6556","GENE3443X","A_06_P6556","YOR194C","YOR194C","YOR194C","TOA1","S000005720","YOR194C","TOA1","ORF","Verified","current",0.518333333333333,0.191333333333333,0.327,6,0.545,0.14,0.266868,1.10393929151629,965,FALSE,FALSE
"A_06_P1508","GENE508X","A_06_P1508","YBR254C","YBR254C","YBR254C","TRS20","S000000458","YBR254C","TRS20","ORF","Verified","current",0.591666666666667,0.0346666666666667,0.557,6,0.61,0.115,0.348411,1.10389798644547,966,FALSE,FALSE
"A_06_P4172","GENE3285X","A_06_P4172","YJL151C","YJL151C","YJL151C","SNA3","S000003687","YJL151C","SNA3","ORF","Verified","current",0.943333333333333,0.672,0.271333333333333,5,1.085,0.435,0.489258,1.10308218131956,967,FALSE,FALSE
"A_06_P1753","GENE3733X","A_06_P1753","YDL025C","YDL025C","YDL025C","ORF:YDL025C","S000002183","YDL025C","RTK1","ORF","Verified","current",-0.113333333333333,-0.695,0.581666666666667,6,-0.145,-0.705,0.407715,1.10298100312183,968,FALSE,FALSE
"A_06_P5473","GENE5289X","A_06_P5473","YMR044W","YMR044W","YMR044W","IOC4","S000004647","YMR044W","IOC4","ORF","Verified","current",0.0883333333333333,-0.139666666666667,0.228,5,0.165,-0.215,0.244629,1.10263500750082,969,FALSE,FALSE
"A_06_P5979","GENE3344X","A_06_P5979","YNL207W","YNL207W","YNL207W","RIO2","S000005151","YNL207W","RIO2","ORF","Verified","current",0.29,-0.0426666666666667,0.332666666666667,6,0.265,-0.025,0.163086,1.10230114867382,970,FALSE,FALSE
"A_06_P5275","GENE5107X","A_06_P5275","YLR456W","YLR456W","YLR456W","ORF:YLR456W","S000004448","YLR456W","","ORF","Verified","current",0.956666666666667,0.249666666666667,0.707,6,0.91,0.375,0.385476,1.10201122197596,971,FALSE,FALSE
"A_06_P1634","GENE2434X","A_06_P1634","YCR013C","YCR013C","YCR013C","ORF:YCR013C","S000000606","YCR013C","","ORF","Dubious","current",0.438333333333333,-0.424333333333333,0.862666666666667,6,0.385,-0.46,0.66717,1.10145078665746,972,FALSE,FALSE
"A_06_P6644","GENE1911X","A_06_P6644","YOR283W","YOR283W","YOR283W","ORF:YOR283W","S000005809","YOR283W","","ORF","Verified","current",1.12333333333333,0.746,0.377333333333333,6,1.135,0.625,0.363237,1.10094832666648,973,FALSE,FALSE
"A_06_P2513","GENE4067X","A_06_P2513","YDR520C","YDR520C","YDR520C","ORF:YDR520C","S000002928","YDR520C","URC2","ORF","Verified","current",0.52,0.115333333333333,0.404666666666667,6,0.395,0.09,0.177912,1.09746970263968,974,FALSE,FALSE
"A_06_P2085","GENE4970X","A_06_P2085","YDR097C","YDR097C","YDR097C","MSH6","S000002504","YDR097C","MSH6","ORF","Verified","current",0.33,-0.00166666666666669,0.331666666666667,6,0.28,-0.09,0.237216,1.09721958625925,975,FALSE,FALSE
"A_06_P6425","GENE1311X","A_06_P6425","YOR063W","YOR063W","YOR063W","RPL3","S000005589","YOR063W","RPL3","ORF","Verified","current",0.0833333333333333,-0.149,0.232333333333333,5,0.135,-0.145,0.155673,1.0951488815792,976,FALSE,FALSE
"A_06_P1958","GENE3256X","A_06_P1958","YDL223C","YDL223C","YDL223C","HBT1","S000002382","YDL223C","HBT1","ORF","Verified","current",0.796666666666667,0.629642857142857,0.16702380952381,4,0.795,0.175,0.467019,1.09343778603539,977,FALSE,FALSE
"A_06_P6296","GENE2428X","A_06_P6296","YOL103W","YOL103W","YOL103W","ITR2","S000005463","YOL103W","ITR2","ORF","Verified","current",-0.0566666666666667,-0.328666666666667,0.272,5,0,-0.32,0.192738,1.09312764314848,978,FALSE,FALSE
"A_06_P4012","GENE5343X","A_06_P4012","YIR035C","YIR035C","YIR035C","ORF:YIR035C","S000001474","YIR035C","NRE1","ORF","Verified","current",1.24333333333333,0.688666666666667,0.554666666666667,6,1.325,0.39,0.756126,1.09212896232564,979,FALSE,FALSE
"A_06_P3497","GENE4710X","A_06_P3497","YGR275W","YGR275W","YGR275W","RTT102","S000003507","YGR275W","RTT102","ORF","Verified","current",0.621666666666667,0.293333333333333,0.328333333333333,6,0.595,0.195,0.266868,1.09031041137412,980,FALSE,FALSE
"A_06_P3758","GENE2830X","A_06_P3758","YHR180W","YHR180W","YHR180W","ORF:YHR180W","S000001223","YHR180W","","ORF","Uncharacterized","current",0.251666666666667,-0.14,0.391666666666667,5,0.175,-0.16,0.207564,1.08920419815063,981,FALSE,FALSE
"A_06_P7103","GENE4980X","A_06_P7103","YPR057W","YPR057W","YPR057W","BRR1","S000006261","YPR057W","BRR1","ORF","Verified","current",0.396666666666667,0.131666666666667,0.265,6,0.395,0.06,0.207564,1.08920419815063,982,FALSE,FALSE
"A_06_P3890","GENE4487X","A_06_P3890","YIL091C","YIL091C","YIL091C","ORF:YIL091C","S000001353","YIL091C","UTP25","ORF","Verified","current",0.245,-0.277666666666667,0.522666666666667,6,0.25,-0.125,0.244629,1.08812665213897,983,FALSE,FALSE
"A_06_P3737","GENE3581X","A_06_P3737","YHR159W","YHR159W","YHR159W","ORF:YHR159W","S000001202","YHR159W","TDA11","ORF","Verified","current",0.395,0.144,0.251,6,0.315,0.045,0.14826,1.0875694836059,984,FALSE,FALSE
"A_06_P3204","GENE1004X","A_06_P3204","YGL248W","YGL248W","YGL248W","PDE1","S000003217","YGL248W","PDE1","ORF","Verified","current",0.855,0.495,0.36,6,0.88,0.425,0.318759,1.08654381159569,985,FALSE,FALSE
