"row_key","gid","probe_uid","cdt_historical_id","gpl_orf","gpl_feature_name","gpl_gene_symbol","current_sgd_id","current_systematic_id","current_standard_name","current_feature_type","current_qualifier","mapping_status","mean_p","mean_non_p","p_effect","p_consistency_count","median_p","median_non_p","background_mad","p_specificity_score","p_specificity_rank","fixed_threshold_member","top_133_score_member"
"A_06_P1344","GENE4639X","A_06_P1344","YBR093C","YBR093C","YBR093C","PHO5","S000000297","YBR093C","PHO5","ORF","Verified","current",6.30166666666667,0.220869565217391,6.08079710144928,6,6.415,0.04,0.237216,18.9047969254128,1,TRUE,TRUE
"A_06_P1127","GENE3992X","A_06_P1127","YAR071W","YAR071W","YAR071W","PHO11","S000000094","YAR071W","PHO11","ORF","Verified","current",6.49,-0.191,6.681,6,6.48,-0.145,0.289107,17.0261650394365,2,TRUE,TRUE
"A_06_P4034","GENE648X","A_06_P4034","YJL012C-A","YJL012C-A","YJL012C-A","ORF:YJL012C-A","S000003549","YJL012C","VTC4","ORF","Verified","merged_or_renamed",4.245,0.455,3.79,6,4.265,0.35,0.170499,14.4732512874354,3,TRUE,TRUE
"A_06_P6778","GENE1110X","A_06_P6778","YPL019C","YPL019C","YPL019C","VTC3","S000005940","YPL019C","VTC3","ORF","Verified","current",5.20166666666667,0.356666666666667,4.845,6,5.265,0.26,0.311346,12.1673724796157,4,TRUE,TRUE
"A_06_P1719","GENE3598X","A_06_P1719","YCR098C","YCR098C","YCR098C","GIT1","S000000695","YCR098C","GIT1","ORF","Verified","current",6.52333333333333,-0.221333333333333,6.74466666666667,6,6.64,-0.2,0.563388,10.3107080622501,5,TRUE,TRUE
"A_06_P3794","GENE3421X","A_06_P3794","YHR215W","YHR215W","YHR215W","PHO12","S000001258","YHR215W","PHO12","ORF","Verified","current",5.71,-0.297666666666667,6.00766666666667,6,5.68,-0.185,0.489258,9.95319537452186,6,TRUE,TRUE
"A_06_P1550","GENE804X","A_06_P1550","YBR296C","YBR296C","YBR296C","PHO89","S000000500","YBR296C","PHO89","ORF","Verified","current",5.29833333333333,-0.19448275862069,5.49281609195402,6,5.335,-0.43,0.489258,9.78349042354962,7,TRUE,TRUE
"A_06_P2703","GENE4471X","A_06_P2703","YER072W","YER072W","YER072W","VTC1","S000000874","YER072W","VTC1","ORF","Verified","current",4.27166666666667,0.437666666666667,3.834,6,4.33,0.4,0.311346,9.55400076820973,8,TRUE,TRUE
"A_06_P4033","GENE2739X","A_06_P4033","YJL012C","YJL012C","YJL012C","VTC4","S000003549","YJL012C","VTC4","ORF","Verified","current",3.755,0.185333333333333,3.56966666666667,6,3.73,0.155,0.340998,8.1066127284024,9,TRUE,TRUE
"A_06_P3454","GENE513X","A_06_P3454","YGR233C","YGR233C","YGR233C","PHO81","S000003465","YGR233C","PHO81","ORF","Verified","current",3.435,0.198666666666667,3.23633333333333,6,3.61,0.075,0.363237,7.63108300934511,10,TRUE,TRUE
"A_06_P2827","GENE145X","A_06_P2827","YFL004W","YFL004W","YFL004W","VTC2","S000001890","YFL004W","VTC2","ORF","Verified","current",2.50333333333333,0.102,2.40133333333333,6,2.56,-0.005,0.237216,7.60640064528374,11,TRUE,TRUE
"A_06_P2270","GENE2022X","A_06_P2270","YDR281C","YDR281C","YDR281C","PHM6","S000002689","YDR281C","PHM6","ORF","Verified","current",6.635,0.73,5.905,6,6.64,0.54,0.711648,7.51557325343006,12,FALSE,TRUE
"A_06_P4137","GENE1410X","A_06_P4137","YJL117W","YJL117W","YJL117W","PHO86","S000003653","YJL117W","PHO86","ORF","Verified","current",2.08666666666667,-0.0653333333333334,2.152,6,2.1,-0.045,0.192738,7.32737123297966,13,TRUE,TRUE
"A_06_P6869","GENE4309X","A_06_P6869","YPL110C","YPL110C","YPL110C","ORF:YPL110C","S000006031","YPL110C","GDE1","ORF","Verified","current",3.68166666666667,0.629666666666667,3.052,6,3.85,0.54,0.363237,7.14537051228637,14,FALSE,TRUE
"A_06_P2818","GENE2092X","A_06_P2818","YER186C","YER186C","YER186C","ORF:YER186C","S000000988","YER186C","","ORF","Verified","current",1.345,-0.178666666666667,1.52366666666667,6,1.585,-0.185,0.155673,6.92290542998283,15,TRUE,TRUE
"A_06_P2527","GENE3478X","A_06_P2527","YDR533C","YDR533C","YDR533C","ORF:YDR533C","S000002941","YDR533C","HSP31","ORF","Verified","current",1.75333333333333,-0.125,1.87833333333333,6,1.94,-0.265,0.259455,6.13428662836795,16,TRUE,TRUE
"A_06_P2002","GENE2015X","A_06_P2002","YDR017C","YDR017C","YDR017C","KCS1","S000002424","YDR017C","KCS1","ORF","Verified","current",2.15666666666667,0.0556666666666667,2.101,6,2.315,0.02,0.274281,6.13175662136203,17,TRUE,TRUE
"A_06_P1990","GENE837X","A_06_P1990","YDR005C","YDR005C","YDR005C","MAF1","S000002412","YDR005C","MAF1","ORF","Verified","current",2.34,0.361333333333333,1.97866666666667,6,2.535,0.2,0.281694,6.11746582340828,18,TRUE,TRUE
"A_06_P6525","GENE1545X","A_06_P6525","YOR163W","YOR163W","YOR163W","DDP1","S000005689","YOR163W","DDP1","ORF","Verified","current",1.97833333333333,0.122,1.85633333333333,6,2.035,0.075,0.22239,6.07959303948634,19,TRUE,TRUE
"A_06_P5228","GENE177X","A_06_P5228","YLR410W","YLR410W","YLR410W","VIP1","S000004402","YLR410W","VIP1","ORF","Verified","current",1.74,0.056,1.684,6,1.755,0.01,0.192738,5.96096167904406,20,TRUE,TRUE
"A_06_P7138","GENE4033X","A_06_P7138","YPR091C","YPR091C","YPR091C","ORF:YPR091C","S000006295","YPR091C","NVJ2","ORF","Verified","current",0.613333333333333,-0.493333333333333,1.10666666666667,6,0.71,-0.55,0.118608,5.7637414916197,21,FALSE,TRUE
"A_06_P1275","GENE4589X","A_06_P1275","YBR028C","YBR028C","YBR028C","ORF:YBR028C","S000000232","YBR028C","YPK3","ORF","Verified","current",1.11166666666667,-0.0483333333333333,1.16,6,1.165,-0.045,0.118608,5.5350215911586,22,TRUE,TRUE
"A_06_P6323","GENE5433X","A_06_P6323","YOL130W","YOL130W","YOL130W","ALR1","S000005490","YOL130W","ALR1","ORF","Verified","current",1.31666666666667,0.0970000000000001,1.21966666666667,6,1.27,-0.01,0.133434,5.48334861245577,23,TRUE,TRUE
"A_06_P3789","GENE3036X","A_06_P3789","YHR211W","YHR211W","YHR211W","FLO5","S000001254","YHR211W","FLO5","ORF","Verified","current",1.835,0.155,1.68,6,1.805,0.09,0.214977,5.44484200433682,24,TRUE,TRUE
"A_06_P4875","GENE2834X","A_06_P4875","YLR063W","YLR063W","YLR063W","ORF:YLR063W","S000004053","YLR063W","BMT6","ORF","Verified","current",0.55,-0.593793103448276,1.14379310344828,6,0.57,-0.62,0.118608,5.44353363097416,25,FALSE,TRUE
"A_06_P3179","GENE638X","A_06_P3179","YGL224C","YGL224C","YGL224C","SDT1","S000003192","YGL224C","SDT1","ORF","Verified","current",1.37666666666667,-0.174,1.55066666666667,5,1.96,-0.28,0.340998,5.07938811513884,26,FALSE,TRUE
"A_06_P6347","GENE4297X","A_06_P6347","YOL154W","YOL154W","YOL154W","ZPS1","S000005514","YOL154W","ZPS1","ORF","Verified","current",2.33333333333333,0.323666666666667,2.00966666666667,6,2.365,0.27,0.318759,5.00287755009445,27,TRUE,TRUE
"A_06_P2987","GENE3619X","A_06_P2987","YGL032C","YGL032C","YGL032C","AGA2","S000003000","YGL032C","AGA2","ORF","Verified","current",1.85,-0.00269230769230771,1.85269230769231,6,1.795,0.11,0.244629,4.88931575694442,28,TRUE,TRUE
"A_06_P1345","GENE2290X","A_06_P1345","YBR094W","YBR094W","YBR094W","ORF:YBR094W","S000000298","YBR094W","PBY1","ORF","Verified","current",1.38166666666667,0.0233333333333333,1.35833333333333,6,1.365,-0.055,0.192738,4.85075391647138,29,TRUE,TRUE
"A_06_P5634","GENE4675X","A_06_P5634","YMR195W","YMR195W","YMR195W","ICY1","S000004808","YMR195W","ICY1","ORF","Verified","current",3.24333333333333,-0.149333333333333,3.39266666666667,6,3.295,-0.185,0.630105,4.76643770416584,30,TRUE,TRUE
"A_06_P1326","GENE2545X","A_06_P1326","YBR078W","YBR078W","YBR078W","ECM33","S000000282","YBR078W","ECM33","ORF","Verified","current",0.63,-0.261666666666667,0.891666666666667,6,0.635,-0.27,0.103782,4.44102030601329,31,FALSE,TRUE
"A_06_P2399","GENE1253X","A_06_P2399","YDR406W","YDR406W","YDR406W","PDR15","S000002814","YDR406W","PDR15","ORF","Verified","current",0.781666666666667,-0.47,1.25166666666667,6,1.175,-0.54,0.289107,4.40752800643525,32,FALSE,TRUE
"A_06_P6448","GENE2692X","A_06_P6448","YOR086C","YOR086C","YOR086C","ORF:YOR086C","S000005612","YOR086C","TCB1","ORF","Verified","current",0.823333333333333,-0.076,0.899333333333333,6,0.91,-0.13,0.140847,4.31809405971426,33,FALSE,TRUE
"A_06_P2798","GENE4898X","A_06_P2798","YER166W","YER166W","YER166W","DNF1","S000000968","YER166W","DNF1","ORF","Verified","current",0.583333333333333,-0.516333333333333,1.09966666666667,6,0.605,-0.53,0.163086,4.3141786336027,34,FALSE,TRUE
"A_06_P3946","GENE3895X","A_06_P3946","YIL147C","YIL147C","YIL147C","SLN1","S000001409","YIL147C","SLN1","ORF","Verified","current",0.683333333333333,-0.315,0.998333333333333,6,0.695,-0.28,0.126021,4.31375845607267,35,FALSE,TRUE
"A_06_P2445","GENE4738X","A_06_P2445","YDR452W","YDR452W","YDR452W","PPN1","S000002860","YDR452W","PPN1","ORF","Verified","current",1.23333333333333,-0.0356666666666667,1.269,6,1.24,-0.02,0.192738,4.30419009489714,36,TRUE,TRUE
"A_06_P6700","GENE2399X","A_06_P6700","YOR336W","YOR336W","YOR336W","KRE5","S000005863","YOR336W","KRE5","ORF","Verified","current",0.911666666666667,-0.076,0.987666666666667,6,0.88,-0.135,0.140847,4.21429372174036,37,FALSE,TRUE
"A_06_P4483","GENE2281X","A_06_P4483","YKL073W","YKL073W","YKL073W","LHS1","S000001556","YKL073W","LHS1","ORF","Verified","current",1.00166666666667,-0.079,1.08066666666667,6,0.955,-0.06,0.140847,4.21429372174036,38,TRUE,TRUE
"A_06_P4826","GENE3710X","A_06_P4826","YLR014C","YLR014C","YLR014C","PPR1","S000004004","YLR014C","PPR1","ORF","Verified","current",0.726666666666667,-0.297666666666667,1.02433333333333,6,0.69,-0.255,0.126021,4.18102742665504,39,FALSE,TRUE
"A_06_P2476","GENE670X","A_06_P2476","YDR483W","YDR483W","YDR483W","KRE2","S000002891","YDR483W","KRE2","ORF","Verified","current",1.35166666666667,0.244333333333333,1.10733333333333,6,1.37,0.185,0.185325,4.15315867869973,40,TRUE,TRUE
"A_06_P4856","GENE1007X","A_06_P4856","YLR044C","YLR044C","YLR044C","PDC1","S000004034","YLR044C","PDC1","ORF","Verified","current",1.62666666666667,-0.178333333333333,1.805,6,1.655,-0.21,0.355824,4.09149145284145,41,TRUE,TRUE
"A_06_P3280","GENE4151X","A_06_P3280","YGR060W","YGR060W","YGR060W","ERG25","S000003292","YGR060W","ERG25","ORF","Verified","current",1.39,1.01770443923973e-17,1.39,6,1.515,-0.075,0.289107,4.08627960946475,42,TRUE,TRUE
"A_06_P4793","GENE3007X","A_06_P4793","YLL048C","YLL048C","YLL048C","YBT1","S000003971","YLL048C","YBT1","ORF","Verified","current",0.513333333333333,-0.371333333333333,0.884666666666667,6,0.525,-0.335,0.111195,4.07206610004972,43,FALSE,TRUE
"A_06_P2982","GENE2891X","A_06_P2982","YGL027C","YGL027C","YGL027C","CWH41","S000002995","YGL027C","CWH41","ORF","Verified","current",1.235,-0.449666666666667,1.68466666666667,6,1.22,-0.355,0.289107,4.04772980182829,44,TRUE,TRUE
"A_06_P1819","GENE2321X","A_06_P1819","YDL089W","YDL089W","YDL089W","ORF:YDL089W","S000002247","YDL089W","NUR1","ORF","Verified","current",0.731666666666667,-0.340333333333333,1.072,6,0.745,-0.345,0.170499,4.02958975818764,45,FALSE,TRUE
"A_06_P5650","GENE3836X","A_06_P5650","YMR211W","YMR211W","YMR211W","DML1","S000004824","YMR211W","DML1","ORF","Verified","current",0.931666666666667,-0.237666666666667,1.16933333333333,6,0.95,-0.115,0.170499,3.93716797474297,46,FALSE,TRUE
"A_06_P2293","GENE5392X","A_06_P2293","YDR304C","YDR304C","YDR304C","CPR5","S000002712","YDR304C","CPR5","ORF","Verified","current",0.925,-0.190333333333333,1.11533333333333,6,0.94,-0.175,0.192738,3.80886663159549,47,FALSE,TRUE
"A_06_P5854","GENE1456X","A_06_P5854","YNL083W","YNL083W","YNL083W","ORF:YNL083W","S000005027","YNL083W","SAL1","ORF","Verified","current",0.315,-0.400666666666667,0.715666666666667,6,0.405,-0.385,0.111195,3.740618859348,48,FALSE,TRUE
"A_06_P4139","GENE2878X","A_06_P4139","YJL119C","YJL119C","YJL119C","ORF:YJL119C","S000003655","YJL119C","","ORF","Dubious","current",1.95166666666667,-0.095,2.04666666666667,6,1.935,-0.13,0.452193,3.7396345118464,49,TRUE,TRUE
"A_06_P5560","GENE2374X","A_06_P5560","YMR129W","YMR129W","YMR129W","POM152","S000004736","YMR129W","POM152","ORF","Verified","current",0.561666666666667,-0.127666666666667,0.689333333333333,6,0.57,-0.155,0.096369,3.69202878254714,50,FALSE,TRUE
"A_06_P4951","GENE5342X","A_06_P4951","YLR138W","YLR138W","YLR138W","NHA1","S000004128","YLR138W","NHA1","ORF","Verified","current",0.788333333333333,0.022,0.766333333333333,6,0.805,-0.045,0.133434,3.64128618795891,51,FALSE,TRUE
"A_06_P4921","GENE4974X","A_06_P4921","YLR108C","YLR108C","YLR108C","ORF:YLR108C","S000004098","YLR108C","","ORF","Verified","current",1.81333333333333,0.16,1.65333333333333,6,1.785,0.22,0.333585,3.60944220856349,52,TRUE,TRUE
"A_06_P6707","GENE2457X","A_06_P6707","YOR343C","YOR343C","YOR343C","ORF:YOR343C","S000005870","YOR343C","","ORF","Uncharacterized","current",0.505,-0.885666666666667,1.39066666666667,6,0.62,-1.025,0.355824,3.60884902944996,53,FALSE,TRUE
"A_06_P4077","GENE5036X","A_06_P4077","YJL056C","YJL056C","YJL056C","ZAP1","S000003592","YJL056C","ZAP1","ORF","Verified","current",1.20166666666667,0.00466666666666668,1.197,6,1.315,0.045,0.252042,3.6075241022378,54,TRUE,TRUE
"A_06_P3299","GENE1131X","A_06_P3299","YGR079W","YGR079W","YGR079W","ORF:YGR079W","S000003311","YGR079W","","ORF","Verified","current",1.15166666666667,-0.159666666666667,1.31133333333333,6,1.15,-0.225,0.281694,3.60236210157875,55,TRUE,TRUE
"A_06_P1632","GENE1485X","A_06_P1632","YCR011C","YCR011C","YCR011C","ADP1","S000000604","YCR011C","ADP1","ORF","Verified","current",1.56,0.325333333333333,1.23466666666667,6,1.53,0.185,0.274281,3.59355671273722,56,TRUE,TRUE
"A_06_P1026","GENE4343X","A_06_P1026","YAL003W","YAL003W","YAL003W","EFB1","S000000003","YAL003W","EFB1","ORF","Verified","current",0.608333333333333,-0.169,0.777333333333333,6,0.495,-0.21,0.096369,3.59017971268377,57,FALSE,TRUE
"A_06_P3577","GENE4761X","A_06_P3577","YHR007C","YHR007C","YHR007C","ERG11","S000001049","YHR007C","ERG11","ORF","Verified","current",1.18333333333333,-0.051,1.23433333333333,6,1.165,-0.08,0.252042,3.53650984825674,58,TRUE,TRUE
"A_06_P5705","GENE2967X","A_06_P5705","YMR266W","YMR266W","YMR266W","RSN1","S000004879","YMR266W","RSN1","ORF","Verified","current",1.32,0.083,1.237,6,1.31,0.12,0.237216,3.52889542607705,59,TRUE,TRUE
"A_06_P2320","GENE624X","A_06_P2320","YDR329C","YDR329C","YDR329C","PEX3","S000002737","YDR329C","PEX3","ORF","Verified","current",0.406666666666667,-0.273666666666667,0.680333333333333,6,0.465,-0.305,0.118608,3.52228646710093,60,FALSE,TRUE
"A_06_P7058","GENE4284X","A_06_P7058","YPR013C","YPR013C","YPR013C","ORF:YPR013C","S000006217","YPR013C","CMR3","ORF","Verified","current",0.776666666666667,-0.129285714285714,0.905952380952381,6,0.71,-0.105,0.133434,3.49135087433707,61,FALSE,TRUE
"A_06_P4186","GENE3585X","A_06_P4186","YJL164C","YJL164C","YJL164C","TPK1","S000003700","YJL164C","TPK1","ORF","Verified","current",1.8,0.341,1.459,6,1.99,0.205,0.415128,3.46515817427901,62,TRUE,TRUE
"A_06_P2170","GENE5432X","A_06_P2170","YDR181C","YDR181C","YDR181C","SAS4","S000002589","YDR181C","SAS4","ORF","Verified","current",0.976666666666667,0.198333333333333,0.778333333333333,6,1.145,0.08,0.207564,3.46269394337439,63,FALSE,TRUE
"A_06_P2474","GENE5371X","A_06_P2474","YDR481C","YDR481C","YDR481C","PHO8","S000002889","YDR481C","PHO8","ORF","Verified","current",1.5,0.229,1.271,6,1.52,0.125,0.303933,3.4535430380781,64,TRUE,TRUE
"A_06_P1633","GENE1122X","A_06_P1633","YCR012W","YCR012W","YCR012W","PGK1","S000000605","YCR012W","PGK1","ORF","Verified","current",1.38833333333333,-0.641666666666666,2.03,6,1.435,-0.605,0.496671,3.41896958290247,65,TRUE,TRUE
"A_06_P3503","GENE1015X","A_06_P3503","YGR281W","YGR281W","YGR281W","YOR1","S000003513","YGR281W","YOR1","ORF","Verified","current",1.03166666666667,-0.037,1.06866666666667,6,0.99,-0.11,0.22239,3.41201650175254,66,TRUE,TRUE
"A_06_P4256","GENE1032X","A_06_P4256","YJR010C-A","YJR010C-A","YJR010C-A","SPC1","S000003770","YJR010C-A","SPC1","ORF","Verified","current",1.40833333333333,-0.025,1.43333333333333,6,1.44,0.115,0.289107,3.40523300788729,67,TRUE,TRUE
"A_06_P1714","GENE4497X","A_06_P1714","YCR094W","YCR094W","YCR094W","CDC50","S000000690","YCR094W","CDC50","ORF","Verified","current",0.408333333333333,-0.631333333333333,1.03966666666667,6,0.395,-0.595,0.192738,3.38186364599061,68,FALSE,TRUE
"A_06_P5342","GENE1113X","A_06_P5342","YML055W","YML055W","YML055W","SPC2","S000004519","YML055W","SPC2","ORF","Verified","current",1.00166666666667,-0.0953333333333333,1.097,6,1.005,-0.085,0.22239,3.38099816991842,69,TRUE,TRUE
"A_06_P4026","GENE2802X","A_06_P4026","YJL005W","YJL005W","YJL005W","CYR1","S000003542","YJL005W","CYR1","ORF","Verified","current",1.185,0.0803333333333333,1.10466666666667,6,1.33,0.02,0.289107,3.36668320025083,70,TRUE,TRUE
"A_06_P6095","GENE2247X","A_06_P6095","YNL323W","YNL323W","YNL323W","LEM3","S000005267","YNL323W","LEM3","ORF","Verified","current",0.79,-0.0286666666666667,0.818666666666667,6,0.83,-0.03,0.155673,3.36367156485041,71,FALSE,TRUE
"A_06_P5997","GENE2260X","A_06_P5997","YNL225C","YNL225C","YNL225C","CNM67","S000005169","YNL225C","CNM67","ORF","Verified","current",0.956666666666667,0.00733333333333331,0.949333333333333,6,1.04,-0.115,0.244629,3.35143008858802,72,FALSE,TRUE
"A_06_P6527","GENE3060X","A_06_P6527","YOR165W","YOR165W","YOR165W","ORF:YOR165W","S000005691","YOR165W","SEY1","ORF","Verified","current",0.728333333333333,-0.227666666666667,0.956,6,0.715,-0.215,0.177912,3.346383027721,73,FALSE,TRUE
"A_06_P6329","GENE4687X","A_06_P6329","YOL136C","YOL136C","YOL136C","PFK27","S000005496","YOL136C","PFK27","ORF","Verified","current",1.72833333333333,-0.525333333333333,2.25366666666667,6,1.78,-0.265,0.511497,3.34425189330446,74,TRUE,TRUE
"A_06_P1256","GENE3570X","A_06_P1256","YBR009C","YBR009C","YBR009C","HHF1","S000000213","YBR009C","HHF1","ORF","Verified","current",1.16,-0.11,1.27,6,1.14,-0.25,0.318759,3.31933164421541,75,TRUE,TRUE
"A_06_P4073","GENE1712X","A_06_P4073","YJL052W","YJL052W","YJL052W","TDH1","S000003588","YJL052W","TDH1","ORF","Verified","current",1.585,-0.549333333333333,2.13433333333333,6,1.44,-0.585,0.511497,3.31154527332105,76,TRUE,TRUE
"A_06_P1257","GENE3083X","A_06_P1257","YBR010W","YBR010W","YBR010W","HHT1","S000000214","YBR010W","HHT1","ORF","Verified","current",1.65166666666667,0.143,1.50866666666667,6,1.755,0.05,0.415128,3.30985696758864,77,TRUE,TRUE
"A_06_P1358","GENE4168X","A_06_P1358","YBR106W","YBR106W","YBR106W","PHO88","S000000310","YBR106W","SND3","ORF","Verified","current",0.468333333333333,-0.582,1.05033333333333,6,0.53,-0.51,0.214977,3.30182838746956,78,FALSE,TRUE
"A_06_P6160","GENE614X","A_06_P6160","YNR047W","YNR047W","YNR047W","ORF:YNR047W","S000005330","YNR047W","FPK1","ORF","Verified","current",1.11,-0.407333333333333,1.51733333333333,6,1.08,-0.455,0.37065,3.26144693508977,79,TRUE,TRUE
"A_06_P4482","GENE298X","A_06_P4482","YKL072W","YKL072W","YKL072W","STB6","S000001555","YKL072W","STB6","ORF","Verified","current",1.36833333333333,-0.22,1.58833333333333,6,1.42,-0.16,0.385476,3.25453781443367,80,TRUE,TRUE
"A_06_P6967","GENE641X","A_06_P6967","YPL207W","YPL207W","YPL207W","ORF:YPL207W","S000006128","YPL207W","TYW1","ORF","Verified","current",0.243333333333333,-0.776666666666667,1.02,6,0.225,-0.72,0.192738,3.22814257117286,81,FALSE,TRUE
"A_06_P5063","GENE4264X","A_06_P5063","YLR249W","YLR249W","YLR249W","YEF3","S000004239","YLR249W","YEF3","ORF","Verified","current",0.79,0.0236666666666667,0.766333333333333,6,0.78,0.005,0.140847,3.21781047719091,82,FALSE,TRUE
"A_06_P4922","GENE3319X","A_06_P4922","YLR109W","YLR109W","YLR109W","AHP1","S000004099","YLR109W","AHP1","ORF","Verified","current",3.01833333333333,1.116,1.90233333333333,6,2.955,0.99,0.511497,3.21342541337079,83,FALSE,TRUE
"A_06_P5301","GENE4634X","A_06_P5301","YML012W","YML012W","YML012W","ERV25","S000004473","YML012W","ERV25","ORF","Verified","current",0.483333333333333,-0.227,0.710333333333333,6,0.51,-0.215,0.126021,3.20766654425916,84,FALSE,TRUE
"A_06_P4095","GENE509X","A_06_P4095","YJL073W","YJL073W","YJL073W","JEM1","S000003609","YJL073W","JEM1","ORF","Verified","current",0.476666666666667,-0.251666666666667,0.728333333333333,6,0.515,-0.28,0.14826,3.2022879239507,85,FALSE,TRUE
"A_06_P5354","GENE580X","A_06_P5354","YML065W","YML065W","YML065W","ORC1","S000004530","YML065W","ORC1","ORF","Verified","current",0.63,-0.215333333333333,0.845333333333333,6,0.625,-0.24,0.170499,3.19779370718561,86,FALSE,TRUE
"A_06_P5468","GENE1965X","A_06_P5468","YMR039C","YMR039C","YMR039C","SUB1","S000004642","YMR039C","SUB1","ORF","Verified","current",0.748333333333333,0.0383333333333333,0.71,6,0.855,-0.055,0.185325,3.18934548322089,87,FALSE,TRUE
"A_06_P5671","GENE1048X","A_06_P5671","YMR232W","YMR232W","YMR232W","FUS2","S000004845","YMR232W","FUS2","ORF","Verified","current",1.00333333333333,0.066551724137931,0.936781609195403,6,1.01,-0.01,0.22239,3.16386984707962,88,TRUE,TRUE
"A_06_P3184","GENE1442X","A_06_P3184","YGL228W","YGL228W","YGL228W","SHE10","S000003197","YGL228W","SHE10","ORF","Verified","current",0.33,-0.347333333333333,0.677333333333333,6,0.36,-0.395,0.140847,3.13477020681179,89,FALSE,TRUE
"A_06_P2253","GENE5293X","A_06_P2253","YDR264C","YDR264C","YDR264C","AKR1","S000002672","YDR264C","AKR1","ORF","Verified","current",0.996666666666667,-0.22,1.21666666666667,6,0.975,-0.43,0.348411,3.13328620395129,90,FALSE,TRUE
"A_06_P6935","GENE5361X","A_06_P6935","YPL176C","YPL176C","YPL176C","ORF:YPL176C","S000006097","YPL176C","TRE1","ORF","Verified","current",0.305,-0.248333333333333,0.553333333333333,6,0.28,-0.31,0.088956,3.1224200342937,91,FALSE,TRUE
"A_06_P2993","GENE4075X","A_06_P2993","YGL038C","YGL038C","YGL038C","OCH1","S000003006","YGL038C","OCH1","ORF","Verified","current",1.02166666666667,-0.00833333333333333,1.03,6,1.105,-0.04,0.266868,3.12101355255841,92,TRUE,TRUE
"A_06_P4976","GENE4945X","A_06_P4976","YLR162W","YLR162W","YLR162W","ORF:YLR162W","S000004152","YLR162W","","ORF","Verified","current",1.58,-0.845666666666667,2.42566666666667,6,1.81,-0.76,0.726474,3.10959570416008,93,TRUE,TRUE
"A_06_P3501","GENE782X","A_06_P3501","YGR279C","YGR279C","YGR279C","SCW4","S000003511","YGR279C","SCW4","ORF","Verified","current",0.958333333333333,-0.0143333333333333,0.972666666666667,6,0.98,-0.175,0.274281,3.08591673101226,94,FALSE,TRUE
"A_06_P2337","GENE3238X","A_06_P2337","YDR346C","YDR346C","YDR346C","SGI1","S000002754","YDR346C","SVF1","ORF","Verified","current",0.751666666666667,0.00800000000000001,0.743666666666667,6,0.735,-0.02,0.14826,3.04116651897205,95,FALSE,TRUE
"A_06_P2451","GENE5403X","A_06_P2451","YDR458C","YDR458C","YDR458C","ORF:YDR458C","S000002866","YDR458C","HEH2","ORF","Verified","current",0.625,-0.110333333333333,0.735333333333333,6,0.66,-0.185,0.177912,3.04053081550995,96,FALSE,TRUE
"A_06_P1496","GENE5536X","A_06_P1496","YBR242W","YBR242W","YBR242W","ORF:YBR242W","S000000446","YBR242W","","ORF","Verified","current",0.763333333333333,-0.097,0.860333333333333,6,0.765,-0.01,0.155673,3.03121565437101,97,FALSE,TRUE
"A_06_P6834","GENE3316X","A_06_P6834","YPL075W","YPL075W","YPL075W","GCR1","S000005996","YPL075W","GCR1","ORF","Verified","current",1.265,-0.370666666666667,1.63566666666667,6,1.235,-0.325,0.415128,3.02837353046233,98,TRUE,TRUE
"A_06_P5996","GENE3897X","A_06_P5996","YNL224C","YNL224C","YNL224C","ORF:YNL224C","S000005168","YNL224C","SQS1","ORF","Verified","current",1.07333333333333,0.272666666666667,0.800666666666667,6,1.16,0.14,0.237216,3.02476750806605,99,TRUE,TRUE
"A_06_P5201","GENE3609X","A_06_P5201","YLR383W","YLR383W","YLR383W","RHC18","S000004375","YLR383W","SMC6","ORF","Verified","current",0.61,-0.160666666666667,0.770666666666667,6,0.655,-0.18,0.177912,3.00454820230864,100,FALSE,TRUE
"A_06_P5802","GENE868X","A_06_P5802","YNL031C","YNL031C","YNL031C","HHT2","S000004976","YNL031C","HHT2","ORF","Verified","current",1.385,-0.0173333333333334,1.40233333333333,6,1.45,-0.09,0.415128,2.98954822878974,101,TRUE,TRUE
"A_06_P1199","GENE1104X","A_06_P1199","YBL068W","YBL068W","YBL068W","PRS4","S000000164","YBL068W","PRS4","ORF","Verified","current",0.915,-0.167333333333333,1.08233333333333,6,0.93,-0.095,0.244629,2.97421284917984,102,FALSE,TRUE
"A_06_P1157","GENE3089X","A_06_P1157","YBL028C","YBL028C","YBL028C","ORF:YBL028C","S000000124","YBL028C","","ORF","Verified","current",1.365,-0.117333333333333,1.48233333333333,6,1.395,0.04,0.355824,2.9726385622521,103,TRUE,TRUE
"A_06_P1297","GENE3815X","A_06_P1297","YBR050C","YBR050C","YBR050C","REG2","S000000254","YBR050C","REG2","ORF","Verified","current",0.903333333333333,-0.92,1.82333333333333,6,0.99,-1.395,0.704235,2.96555111379137,104,FALSE,TRUE
"A_06_P4701","GENE796X","A_06_P4701","YKR063C","YKR063C","YKR063C","LAS1","S000001771","YKR063C","LAS1","ORF","Verified","current",0.89,-0.0513333333333333,0.941333333333333,6,0.97,-0.11,0.266868,2.94383811071012,105,FALSE,TRUE
"A_06_P2812","GENE2400X","A_06_P2812","YER180C","YER180C","YER180C","ISC10","S000000982","YER180C","ISC10","ORF","Verified","current",1.095,0.231,0.864,6,1.08,0.22,0.192738,2.93778054096154,106,TRUE,TRUE
